Theme - code,Theme - Label,Goal,Goal - Label,Outcome,Outcome - Label,Indicator,Unit of measure,Breakdowns,Data source,Corresponding SDG indicator,Code in '.stat',Corresponding NMDI indicator,DataFlow - NON SDG,Delivery priority (H/M/L),Already in .Stat,Data Visualization,Type of figure,# of figure,Comments,Updated in Test Dashboard (Thomas),Graph ok/ko Alison/Amandine,PDH.stat Link ok/ko,Status,Comment,Add a description of the indicator,Max for the scale,change values,SEX,AGE,URBANIZATION,INCOME,EDUCATION LEVEL,OCCUPATION,COMPOSITE BREAKDOWN,DISABILITY,check availability in .stat (production),Link,Status of the BP50 link in the Dashboard (production),Comment2,BP50 link in production,Comment Release 2,Draft text to accompany cartoon (for finalisation upon seeing the cartoons),Negative values
2,People Centred Development,2,"Improved educational achievement of Pacific learners through quality, accessible, affordable, and inclusive education at all levels. ",2.3,"Improved access to quality, relevant, equitable, accessible, affordable, and inclusive formal and non-formal education for all Pacific learners, including learners with disabilities.",Proportion of schools with access to the internet for pedagogical purposes,PERCENT,School level,,4..a.1,SE_ACS_INTNT,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,No comment,100,YES,_T,_T,_T,_T,_T,_T,(SECONDARY_LOWER) + (PRIMARY_ALL) + (SECONDARY_UPPER),_T,YES,https://stats.pacificdata.org/vis?tm=SE_TOT_PRFL&pg=0&snb=2&df[ds]=ds%3ASPC2&df[id]=DF_SDG_04&df[ag]=SPC&df[vs]=3.0&lo=1&lom=LASTNOBSERVATIONS&dq=A.SE_ACS_INTNT.TV%2BTO%2BSB%2BWS%2BPW%2BNU%2BNC%2BNR%2BMH%2BKI%2BFJ%2BCK._T._T._T._T._T._T.SECONDARY_UPPER%2BPRIMARY_ALL%2BSECONDARY_LOWER.&ly[rw]=GEO_PICT%2CCOMPOSITE_BREAKDOWN&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false&lb=bt,Approved,,,,,
2,People Centred Development,2,"Improved educational achievement of Pacific learners through quality, accessible, affordable, and inclusive education at all levels. ",2.3,"Improved access to quality, relevant, equitable, accessible, affordable, and inclusive formal and non-formal education for all Pacific learners, including learners with disabilities.",Proportion of schools with access to single-sex basic sanitation,PERCENT,School level,,4..a.1,SE_ACS_SANIT,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,No comment,100,YES,_T,_T,_T,_T,_T,_T,(SECONDARY_LOWER) + (PRIMARY_ALL) + (SECONDARY_UPPER),_T,YES,.Stat Data Explorer • Sustainable Development Goal 04 - Quality Education (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.1,"Strengthened institutional capacity and capability in Pacific island countries to promote and protect human rights, gender equality, equity, and social inclusion","Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) - Area 4: marriage and family",NUMBER,Area (4),,5.1.1,SG_LGL_GENEQMAR,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,Phase 2: Change for a table,No comment,,,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.",Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (key indicator),PERCENT,,,3.7.1,SH_FPL_MTMM,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,Approved,100,YES,F,Y15T49,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 03 - Good Health and Well-Being (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.","Adolescent birth rate (per 1,000 women aged 15-19 and 10-14 years) ",Per 1000,,,3.7.2,SP_DYN_ADKL,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,Approved,,YES,F,Y15T19,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 03 - Good Health and Well-Being (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.",Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months,PERCENT,,,5.2.1,VC_VAW_MARR,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,Approved,50,YES,F,Y15T49,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.", Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner,PERCENT,,,5.2.2,SPC_5_2_2,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,Approved,20,YES,F,Y15T49,_T,_T,_T,_T,_Z,_T,YES,https://stats.pacificdata.org/vis?fs[0]=Development%20indicators%2C0%7CSustainable%20Development%20Goals%23SDG%23&pg=0&fc=Development%20indicators&bp=true&snb=18&df[ds]=ds%3ASPC2&df[id]=DF_SDG_05&df[ag]=SPC&df[vs]=3.0&pd=%2C2023&dq=A.SPC_5_2_2..F.Y15T49._T.._T._T._Z.&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false&lb=bt,Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.0,"The human rights of all Pacific peoples are respected, protected, and realised.  ",Proportion of population subjected to psychological violence in the previous 12 months,PERCENT,Type of violence,,16.1.3,VC_VOV_PSYCHL,,,H,N,Cartoon,,,No data for the moment,,,,,Sentence,To do,,,,,,,,,,,NO,no data,Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.",Proportion of seats held by women in national parliaments,PERCENT,,,5.5.1,SG_GEN_PARL,,,H,Y,Figure,Column with Drilldown,,"First X axis: GEO_PICT, second X axis: YEAR",,OK,OK,Approved,,No comment,60,NO,_T,_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.",Proportion of women in managerial positions - 13th ICLS,PERCENT,,,5.5.2,IC_GEN_MGTL,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,No comment,60,YES,_T,_T,_T,_T,_T,(1),_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.","Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)",PERCENT,,,5.6.1,SH_FPL_INFM,,,H,Y,Figure,Column chart,,"Females one young adult, one in 40s -contraceptive",,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.1,"Strengthened institutional capacity and capability in Pacific island countries to promote and protect human rights, gender equality, equity, and social inclusion",Existence of implementation plan for the different UN Treaty Body recommendations and Universal Periodic Review (UPR) recommendations which are fully or partially resourced ,BOOL,,,16.a.1,SPC_PROXY_3,,,H,Y,Cartoon,,,missing data - cartoon + text,,,,Approved,No data,Approved,,,,,,,,,,,NO,No data,Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.",Proportion of countries where the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control.,BOOL,,,5.a.2,SPC_5_a_2,,,H,Y,Figure,Single value Circle,1,Value: 1 country (Tonga),,KO,OK,Needs Fixing,change the value + sentence ,To do,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.3,The six pre-conditions to disability inclusion are recognised and applied in the Pacific.,Proportion of population covered by at least one social protection benefit ,PERCENT,,,1.3.1,SI_COV_BENFTS,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,sentence (by sex & age),To review,100,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,https://stats.pacificdata.org/vis?tm=SI_COV_BENFTS&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_01&df[ag]=SPC&df[vs]=3.0&lo=1&lom=LASTNOBSERVATIONS&dq=A.SI_COV_BENFTS.._T._T._T._T._T..._T&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false&lb=bt,Approved,,,,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.2,"Strengthened coverage, quality, accessibility, affordability, and resilience of health and wellbeing services.",Health worker density,"per 10,000 pop",,,3.c.1,SH_MED_DEN,,,H,Y,Figure,Column chart,2,by occupation,,OK,OK,Approved,Phase 2: size + 2 graph instead of 1,No comment,,YES,_T,_T,_T,_T,_T,(221) + (2261) + (2262) + (222),_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 03 - Good Health and Well-Being (pacificdata.org),Approved,,.Stat Data Explorer • Blue Pacific 2050 (all) (pacificdata.org),,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.3,Improve healthy lifestyles across all communities including increased participation in sports and physical activity.,Compulsory physical education in school curriculum (MANA P1),,,MANA Dashboard,,BPI_MANAP1,,(new indicator),H,N,Figure,Lollypop,,6 point scale to be represented,,OK,OK,Approved,,Approved,6,NO,,,,,,,,,NO,Not yet,Approved,,,,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.3,Improve healthy lifestyles across all communities including increased participation in sports and physical activity.,Healthy food policies in schools (MANA F5),,,MANA Dashboard,,BPI_MANAF5,,(new indicator),H,N,Figure,Lollypop,,6 point scale to be represented,,OK,OK,Approved,,Approved,6,NO,,,,,,,,,NO,Not yet,Approved,,,,Change the graph for 2 columns male and female,
2,People Centred Development,2,"Improved educational achievement of Pacific learners through quality, accessible, affordable, and inclusive education at all levels. ",2.3,"Improved access to quality, relevant, equitable, accessible, affordable, and inclusive formal and non-formal education for all Pacific learners, including learners with disabilities.",Proportion of schools with access to adapted infrastructure and materials for students with disabilities ,PERCENT,School level,,4..a.1,SE_ACS_DISAB,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,No comment,100,YES,_T,_T,_T,_T,_T,_T,(SECONDARY_LOWER) + (PRIMARY_ALL) + (SECONDARY_UPPER),_T,YES,.Stat Data Explorer • Sustainable Development Goal 04 - Quality Education (pacificdata.org),Approved,,,,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.2,"Strengthened coverage, quality, accessibility, affordability, and resilience of health and wellbeing services.",Proportion of wastewater safely treated. ,PERCENT,,,6.3.1,SPC_6_3_1,,,H,Y,Figure,Column chart,,,Yes,OK,OK,Approved,,No comment,100,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 06 - Clean Water and Sanitation (pacificdata.org),Approved,,,,,
2,People Centred Development,2,"Improved educational achievement of Pacific learners through quality, accessible, affordable, and inclusive education at all levels. ",2.2,Strengthened Pacific education curriculum and assessment systems to meet employment and national development needs. ,"Proportion of youth not in education, employment or training, by sex and age - 13th ICLS",PERCENT,Sex,,8.6.1,SL_TLF_NEET,,,H,Y,Figure,Column with Drilldown,,"First X axis: GEO_PICT, second X axis: SEX, YEAR",,OK,OK,Approved,,Approved,80,YES,(M) + (F),_T,_T,_T,_T,_T,_Z,_T,YES,https://stats.pacificdata.org/vis?tm=SL_EMP_EARN&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_08&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=%2C&dq=A.SL_TLF_NEET.VU%2BTV%2BTO%2BSB%2BWS%2BPG%2BPW%2BNU%2BNC%2BNR%2BMH%2BFM%2BKI%2BPF%2BFJ%2BCK.F%2BM._T._T..._T.._T&ly[rw]=GEO_PICT%2CSEX&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,,,,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.3,Improve healthy lifestyles across all communities including increased participation in sports and physical activity.,Alcohol consumption per capita (aged 15 years and older) within a calendar year ,LITRES,,,3.5.2,SH_ALC_CONSPT,,,H,Y,Figure,Column chart,,,,OK,OK,Approved,,No comment,,YES,(M) + (F),Y15T999,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 03 - Good Health and Well-Being (pacificdata.org),Approved,,.Stat Data Explorer • Blue Pacific 2050 (all) (pacificdata.org),Change the graph for 2 columns male and female,,
2,People Centred Development,2,"Improved educational achievement of Pacific learners through quality, accessible, affordable, and inclusive education at all levels. ",2.3,"Improved access to quality, relevant, equitable, accessible, affordable, and inclusive formal and non-formal education for all Pacific learners, including learners with disabilities.",Participation rate in organised learning (one year before the official primary entry age),PERCENT,Sex,,4.2.2,SE_PRE_PARTN,,,H,Y,Figure,Column chart,,"by sex, no total",,OK,OK,Approved,,Approved,100,YES,(M) + (F),_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 04 - Quality Education (pacificdata.org),Approved,,,,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.3,Improve healthy lifestyles across all communities including increased participation in sports and physical activity.,Age-standardised prevalence of current tobacco use among persons aged 15 years and older,PERCENT,,,3.a.1,SH_PRV_SMOK,,,H,Y,Figure,Column chart,,"no total, by sex",,OK,OK,Approved,,No comment,60,YES,(M) + (F),Y15T999,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 03 - Good Health and Well-Being (pacificdata.org),Approved,,,,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.2,"Strengthened coverage, quality, accessibility, affordability, and resilience of health and wellbeing services.",Proportion of births attended by skilled health personnel. ,PERCENT,,,3.1.2,SH_STA_BRTC,,,H,Y,Figure,Column chart,,,Yes,OK,OK,Approved,,Approved,100,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 03 - Good Health and Well-Being (pacificdata.org),Approved,,.Stat Data Explorer • Blue Pacific 2050 (all) (pacificdata.org),,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.2,"Strengthened coverage, quality, accessibility, affordability, and resilience of health and wellbeing services.",Proportion of population using safely managed sanitation services,PERCENT,,,6.2.1,SH_SAN_SAFE,,,H,Y,Figure,Column with Drilldown,,,,OK,OK,Approved,,Approved,100,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 06 - Clean Water and Sanitation (pacificdata.org),Approved,,,,,
1,Political Leadership and Regionalism,2,"The Pacific Region will be supported by a responsive, efficient and inclusive regional system that promotes deeper integration and drives Partnerships that recognise, respects and support our collective values and priorities",2.1,"An effective, inclusive, and efficient regional architecture that is supported by a coherent and accountable governance mechanism that responds to the leaders’ vision and ambitions",To be developed as part of RRA,,,,,,,,L (needs defining),N,Not enough data,,,,,,,,"Add ""indicators not yet available"" mention",,,,,,,,,,,,,,,,,,,
1,Political Leadership and Regionalism,2,"The Pacific Region will be supported by a responsive, efficient and inclusive regional system that promotes deeper integration and drives Partnerships that recognise, respects and support our collective values and priorities",2.3,The Pacific region is recognised as a leading contributor to global discourse to ensure global actors align with regional initiatives to which responds to the vulnerabilities and characteristics of the Pacific.,To be developed as part of RRA,,,,,,,,L (needs defining),N,Not enough data,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,People Centred Development,2,"Improved educational achievement of Pacific learners through quality, accessible, affordable, and inclusive education at all levels. ",2.3,"Improved access to quality, relevant, equitable, accessible, affordable, and inclusive formal and non-formal education for all Pacific learners, including learners with disabilities.",Gross enrolment ratio for tertiary education,RATIO,Sex,,,GER_5T8,,DF_UIS,H,Y,Figure,Column chart,,Tertiary students in group,,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • Thematic (SDG goal 4) indicators on Education (pacificdata.org),Approved,,,,,
2,People Centred Development,1,Improved health and well-being of all Pacific peoples.,1.3,Improve healthy lifestyles across all communities including increased participation in sports and physical activity.,Illicit Drug Use,,,,,,,,L (needs defining),N,Not enough data,,,Cartoon with a story base,,,,,,,,,,,,,,,,,,,,,,,,
3,Peace and Security,1,"The Pacific region will remain a peaceful, safe and secure region.",1.0,"Ensuring the security and protection of all Pacific peoples (particularly vulnerable peoples and marginalised groups) by reducing the impacts of climate change, transnational crime, cyber-crime, corruption, and threats to human, environmental, and resource security.",Proportion of victims who reported their victimisation to authorities,PERCENT,Sex,MICS,16.3.1,SPC_16_3_1,,,H,Y,Figure,Column chart,1,"last value, by sex (no total)",,OK,OK,Approved,,No comment,60,,,,,,,,,,YES,https://stats.pacificdata.org/vis?fs[0]=Development%20indicators%2C0%7CSustainable%20Development%20Goals%23SDG%23&pg=10&fc=Development%20indicators&bp=true&snb=18&df[ds]=ds%3ASPC2&df[id]=DF_SDG_16&df[ag]=SPC&df[vs]=3.0&pd=%2C2023&dq=A.SPC_16_3_1..F%2BM.Y15T49._T._T..._Z.&ly[rw]=GEO_PICT%2CSEX&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,,,,,
3,Peace and Security,1,"The Pacific region will remain a peaceful, safe and secure region.",1.2,"A strengthened, inclusive, and harmonised regional security architecture, guided by the Forum processes, with improved ability to address existing, evolving, and/or emerging security issues; and to guide decision making on regional and global security issues.", -,,,,,,,,L (needs defining),N,Not enough data,,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,Peace and Security,1,"The Pacific region will remain a peaceful, safe and secure region.",1.3,"Improved global recognition of the Forum’s contribution to global peace and security, and for promoting the region’s collective security interests and experiences in global security discussions.", -,,,,,,,,L (needs defining),N,Not enough data,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Peace and Security,1,"The Pacific region will remain a peaceful, safe and secure region.",1.1,Strengthened security policy arrangements in the region., -,,,,,,,,L (needs defining),N,Not enough data,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Proportion of population below international poverty line,PERCENT,"Sex, Age",,1.1.1,SI_POV_DAY1,,,H,Y,Figure,Column chart,1,by SEX,,OK,OK,Approved,,Approved,50,YES,_(M) + (F),_T,T,_T,_T,_T,_Z,_T,YES,https://stats.pacificdata.org/vis?fs[0]=Development%20indicators%2C0%7CSustainable%20Development%20Goals%23SDG%23&pg=0&fc=Development%20indicators&bp=true&snb=18&df[ds]=ds%3ASPC2&df[id]=DF_SDG_01&df[ag]=SPC&df[vs]=3.0&lo=1&lom=LASTNOBSERVATIONS&dq=A.SI_POV_DAY1..F%2BM._T._T.....&ly[rw]=GEO_PICT%2CSEX&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Proportion of population living below the national poverty line,PERCENT,"Sex, age",,1.2.1,SI_POV_NAHC,,,H,Y,Figure,Column chart,1,,,OK,OK,Approved,,Approved,50,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,https://stats.pacificdata.org/vis?fs[0]=Development%20indicators%2C0%7CSustainable%20Development%20Goals%23SDG%23&pg=0&fc=Development%20indicators&bp=true&snb=18&df[ds]=ds%3ASPC2&df[id]=DF_SDG_01&df[ag]=SPC&df[vs]=3.0&lo=1&lom=LASTNOBSERVATIONS&dq=A.SI_POV_NAHC.._T._T._T.....&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false&lb=bt,Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.",Proportion of time spent on unpaid domestic and care work,PERCENT,,,5.4.1,SL_DOM_TSPD,,,H,Y,Cartoon,,,Female engaged in child care / Only values for FJ,,,,,sentence (only data for FJ) Single circle value?,To do,,YES,(M) + (F),Y15T999,_T,_T,_T,_T,_Z,_T,YES,https://stats.pacificdata.org/vis?tm=SL_DOM_TSPD&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_05&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=%2C2023&dq=A.SL_DOM_TSPD..F%2BM.......&ly[rw]=GEO_PICT%2CSEX%2CAGE%2CURBANIZATION&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,Change selected values,.Stat Data Explorer • Blue Pacific 2050 (all) (pacificdata.org),,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.2,"Pacific women and girls, in all their diversity, are safe and have equitable equal share of resources, opportunities, and decision making.","Countries with a reproductive health policy, guidelines, and protocols for service delivery fully or partially resourced (Pacific Proxy). (no data)",BOOL,,,5.6.2,SPC_PROXY_1,,,H,Y,Cartoon,,,Missing data - cartoon + text,,,,,sentence? no data,To do,,,,,,,,,,,NO,no data,Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Proportion of population with access to electricity.,PERCENT,Location,,7.1.1,EG_ACS_ELEC,,,H,Y,Figure,Column with Drilldown,1,"First X axis: GEO_PICT, second X axis: AREA + Year",,KO,,Needs Fixing,values not displayed for all,Approved,100,YES,_T,_T,"First graph: _T
Second graph: (U) + (R)",_T,_T,_T,_Z,_T,YES,"First graph: https://stats.pacificdata.org/vis?pg=0&bp=true&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_07&df[ag]=SPC&df[vs]=3.0&dq=A.EG_ACS_ELEC...._T._T....&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false&lb=bt&tm=EG_ACS_ELEC&lo=1&lom=LASTNOBSERVATIONS
Second graph: https://stats.pacificdata.org/vis?pg=0&bp=true&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_07&df[ag]=SPC&df[vs]=3.0&pd=%2C2023&dq=A.EG_ACS_ELEC....R%2BU._T....&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false&lb=bt&tm=EG_ACS_ELEC",Approved,Change the place of Niue,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Annual growth rate of real GDP per capita,PERCENT,,,8.1.1,NY_GDP_PCAP,,,H,Y,Figure,Column with Drilldown,1,"First X axis: GEO_PICT, second X axis: YEAR",,OK,OK,Approved,,Approved,-25 to 50,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 08 - Decent Work and Economic Growth (pacificdata.org),Approved,,,,,yes
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider,PERCENT,Sex,,8.10.2,FB_BNK_ACCSS,,,H,Y,Figure,Column chart,0,,,OK,OK,Approved,Phase 2: Cartoon with a sentence ,No comment,,YES,(M) + (F),(_T) + (Y15T999),_T,_T,_T,_T,_Z,_T,YES,https://stats.pacificdata.org/vis?tm=FB_BNK_ACCSS&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_08&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=%2C2023&dq=A.FB_BNK_ACCSS.........&ly[rw]=GEO_PICT%2CSEX%2CAGE%2CURBANIZATION&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,change selected values (select age total and 15 to 999,.Stat Data Explorer • Blue Pacific 2050 (all) (pacificdata.org),,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Average hourly earnings,CUR_LCU,"Sex, Age",,8.5.1,SL_EMP_EARN,,,H,Y,Figure,Table,1,"with the currency for each country / last value, All occupation, by sex (no total)",,OK,OK,Approved,Phase 2: table,Approved,,YES,(M) + (F),_T,_T,_T,__T,_T,Z,_T,YES,https://stats.pacificdata.org/vis?tm=SL_EMP_EARN&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_08&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=2016%2C2023&dq=A.SL_EMP_EARN..M%2BF._T._T..._T..&ly[rw]=GEO_PICT%2CSEX&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,change selected values,,,,
